HD,690296
NRG,586141
OXY,-769446
PWR,575406
GE,957504
CAH,-88004
MET,-409564
DOV,-341571
ATO,-523817
HP,-356537
ATO,900747
SCHW,25254
HRL,-467908
KEYS,-808572
TIF,-697955
MET,786210
DHI,-878857
NRG,-790606
EIX,-922061
M,-77240
EL,403393
COP,287953
CF,-937333
GE,-991655
AEE,-227858
EMN,-697506
COO,-245861
SEE,-643062
TDG,-899250
TXT,894289
UAA,95068
FL,35757
ORCL,-564837
NOC,-32000
CAT,878749
LB,-316760
PGR,166625
NRG,-31229
PSA,563226
CNC,-502628
ITW,-296161
GM,-192515
LEN,33928
CCL,99963
LNT,473089
MA,133842
HUM,930919
KSS,-781541
COG,-578034
NSC,845765
DGX,999638
DOW,-641651
A,-819423
VFC,-654129
ARNC,123691
VAR,-754331
ABT,-14605
HD,-466380
GS,128619
FLR,336618
BBT,-136881
COG,168811
MPC,988964
CI,-31206
LMT,-174025
AMG,641096
COP,-885306
LH,-855309
ACN,804942
WU,-477059
BEN,382349
O,209023
TEL,749111
K,-410311
HLT,-241374
KEY,460679
CMS,-345417
MPC,79689
PXD,-284816
K,-80379
TMO,395506
LH,-793244
MSCI,-535595
CNC,736047
ED,146744
KSU,532030
HPE,231375
HFC,475298
ABT,-2666
BMY,-867548
CAH,-235827
DOW,-460474
VTR,-703659
BSX,-165777
AMT,810505
TSS,-586260
COF,-898393
MSCI,341494
BAX,-466625
GPN,-375691
FLT,944740
AMT,579011
ITW,-37606
MPC,860415
WFC,-525588
PPG,403765
GE,-767880
ACN,-380963
SCHW,503505
TFX,405137
EFX,-277048
AMG,840988
AME,817050
HLT,805088
AFL,72252
NOC,-421848
MS,-688146
RMD,378333
MMC,592818
USB,-797968
MCD,129357
VLO,-345399
ABBV,-598040
TMK,-611357
BSX,-407381
PH,-504764
AME,-824227
APH,-711276
CVX,106596
OMC,-287824
BSX,988320
HUM,-933636
EOG,-788707
ACN,245947
FRC,-373305
BBT,33273
WEC,-833912
LB,-459684
IT,439353
NBL,485242
UA,768749
DOV,-459276
HUM,710114
TMK,-337513
CI,-66370
MET,971087
DHI,-49137
EXC,734522
WFC,-984723
HES,174781
PG,-965036
VFC,-582689
MSCI,529386
NOC,182587
CCI,849343
O,239928
M,-308821
AEE,-346213
TMK,-657057
WCG,-716609
BBY,818552
MAA,-240583
IVZ,-16099
PGR,-311343
WCG,655050
ALL,843076
OMC,762137
BEN,-310065
AON,370010
CVS,544315
JEC,698801
CAT,333244
WFC,249212
LB,-169181
NRG,136526
SCHW,919509
AVB,-795981
GS,-138088
MCK,78983
BMY,-954979
MHK,-602383
CAG,-13313
AIV,-760036
EMN,127583
AVY,-894530
APTV,776231
VLO,230905
DTE,580401
ANET,-339300
AVY,-871948
AJG,-706897
WCG,-612162
MDT,-495331
SNA,-310111
ITW,-716175
RL,181074
LEN,367111
BK,-818227
EMN,612636
EL,868615
ARNC,526554
ACN,-120706
CNC,-856236
BEN,428797
JNJ,780713
KO,-175501
MPC,498361
AIV,679014
FLT,-520543
CL,745749
FIS,786576
WEC,-579978
AOS,980253
HES,-577673
UAL,-766532
WAB,-918771
OMC,462554
ITW,-595557
LMT,972032
NRG,-944068
AMG,436926
AES,-119556
PGR,-798883
GS,69438
WMT,-198572
DG,-724047
IPG,692337
ZTS,48228
AMP,486267
FL,-275228
GD,-736124
PG,676995
DTE,3511
WCG,833671
CLX,784080
HLT,-805762
PPL,881520
APA,265099
MRO,-227877
BMY,-696518
AEP,534327
PGR,-706103
DWDP,734578
TMK,328107
FL,947532
DE,712897
AIV,-394577
APA,-628328
HAL,863617
NSC,998347
MLM,-709131
OXY,282478
ALL,-120571
FMC,792335
LB,458086
CMI,698250
AZO,-78153
IQV,-355341
EIX,-841196
CVX,943020
BLL,-595304
OXY,692665
JEC,-38247
SNA,574445
UA,-256210
CRM,-834028
KSS,480481
SEE,444278
MET,843906
NKE,-441341
MHK,-591049
ADM,-148114
MAC,132384
CXO,-232190
HCA,-457067
HCA,986828
CBS,944723
NOC,-362469
SLG,988597
FRC,377499
UHS,-974765
GD,873680
DG,-369167
OKE,188107
ITW,-227676
PHM,883959
IFF,-208984
MTD,270963
UHS,-304200
MET,520385
CMG,-611831
STZ,219041
FLT,-817250
PNR,-677487
CAT,370061
CL,244974
WU,-33863
K,-291984
JWN,465663
PWR,641542
K,-372656
MKC,686674
RJF,-868362
MS,-524055
FMC,472656
IRM,-662124
AVB,102431
PFE,-731745
IQV,-196442
AAP,-93887
TDG,-372081
K,524470
GD,-853842
KR,266078
CL,-57867
AIV,-780797
HLT,-827057
FL,953254
HRS,-646521
NSC,204077
DGX,198764
PKG,673824
AAP,228353
HPE,463628
MCK,204461
ABC,-703956
MHK,-174275
PFE,-473186
ROP,123140
MSI,491629
SYY,-434079
HRL,526213
MGM,-136215
CXO,173268
DHI,13670
FRC,-620524
DWDP,828643
KEYS,-372305
NOV,-888973
MA,-503585
MMC,902800
IT,-744471
CAT,-765207
COTY,802108
HCP,-440895
PHM,98569
LLY,101143
GPS,319459
CFG,91990
APTV,548387
PHM,-999421
APC,-772180
KR,-23705
UAL,491848
RMD,-84845
SWK,915592
CFG,222366
JNPR,177021
CXO,778838
EVRG,532780
VAR,509588
IVZ,491821
WMT,-150464
PG,550932
HD,-340538
VAR,210490
WM,910323
LUV,372411
ARNC,-114344
DIS,-858101
OMC,889743
NUE,799420
IPG,-843065
PHM,478783
OKE,-550009
ANET,-638631
FTV,-144698
PVH,-585476
IVZ,689135
AWK,-29263
CAH,116524
SEE,-564916
MCK,731058
NOV,-971767
MCO,-569967
MSI,125638
LUV,570115
F,113885
MTD,-971501
FIS,671671
WFC,-321243
PNR,231986
LB,-450727
IFF,993606
MCO,203440
GE,-56173
URI,517903
APTV,-314150
SEE,518784
PPL,241207
LEN,-148383
PG,823991
PG,924215
CNC,791723
PVH,64968
MAA,423267
ORCL,865742
AIV,-553939
EMN,-61678
MLM,-824231
ROL,-184199
LUV,-902483
RL,970939
HCP,972325
CPRI,-486710
MAA,333074
HII,287560
MAA,-595070
LLY,-676871
TDG,653687
BSX,-953086
CBRE,2946
SCHW,640729
TPR,777437
UA,645147
CL,-57207
TWTR,903175
WMT,692318
NI,995720
VFC,20812
KEY,843738
MDT,587934
BAC,-622598
XOM,448583
NEM,226064
RSG,335543
URI,-551173
FLR,964950
ROL,-685186
VNO,-199201
RMD,-787076
ED,629806
OXY,563804
MAS,354044
TFX,-572192
AVY,559207
KO,610330
NEM,366956
FLR,-804464
JNJ,180963
LLY,-727454
SO,-524967
PPL,410090
KO,555052
WMT,167425
GWW,190527
MAA,-793606
XEL,-262697
BK,24508
HLT,-814654
CAG,912374
FRC,-139378
AZO,836396
GPS,23776
A,-855806
MKC,-489286
BK,340475
ZTS,-632203
AIV,-172979
MMC,-841252
PNC,-917873
KEYS,165089
IFF,-522632
ABT,381305
LYB,-260094
CAH,893722
EVRG,529449
DRI,899877
AAP,-913310
JEC,857206
OXY,-876572
SEE,-230054
DLR,-837730
TMK,478758
HUM,-183802
EXR,-363135
HUM,899127
FBHS,-692164
CL,-918028
ATO,-895372
EL,-513377
KR,-349183
CBS,-165162
LW,-742568
DUK,218094
CPRI,893742
TMO,-61825
SRE,388743
HIG,202782
CF,56814
ATO,234873
CNC,-547039
CMS,-913584
XEC,-389112
HLT,-418241
KSU,-326744
APA,-475506
MDT,-694666
DOV,-970111
DXC,94880
PKG,103472
UNH,-186247
RHT,-738910
XEC,190515
DWDP,-657673
WMT,790526
SJM,-483190
PKI,-869547
ABC,442648
BAC,-403599
DVN,-483730
GE,902944
DRI,259684
MOS,-563595
HD,-848035
O,856005
TSN,-708150
TFX,-633612
BMY,364210
ZBH,-145153
MPC,-587497
MHK,397704
PWR,812452
EOG,-161374
LNT,-225066
GPC,761727
CMS,167225
AEE,-755708
GS,-442870
AMT,932580
LUV,-215143
MLM,105334
ZTS,331496
AZO,11706
CRM,627460
UAL,-555736
AIG,408968
DG,-514847
EMN,305703
VFC,-322975
TIF,-898443
HUM,258933
EW,-297137
CI,635738
MO,-381193
RL,-980821
K,-447564
AEE,-200388
TDG,-876847
DAL,-845886
EMN,-388305
LMT,506004
MMC,602417
TDG,-707841
MAA,239934
FIS,-789628
DRI,-574605
JWN,783261
CAG,-480312
ALB,808572
PPG,92908
PM,-644733
AWK,413232
ARNC,-327452
ITW,-322659
JWN,-108961
AGN,82035
AIV,378428
JWN,383513
DHI,678215
AAP,557844
MS,727637
BMY,742280
HRS,261229
NEE,161241
ETR,548489
UA,-276511
MDT,-531163
GE,-310125
KMI,-315312
WMB,447457
APTV,-405607
FRC,24297
TAP,233456
MRO,-333479
GM,-417226
CMS,-589080
AWK,-881699
ZBH,-951388
HLT,-533890
ESS,30686
HRL,882349
PNR,-135817
DG,798094
AME,733215
BK,251616
TIF,849005
MSI,259617
BMY,-236309
HLT,-671119
CLX,-232829
DAL,-58862
AOS,-964487
SEE,-889536
NOV,902199
ED,296742
CXO,786158
UA,839210
HLT,-481537
UDR,312404
CMG,757783
NOV,-794688
PWR,375456
EOG,-266572
BDX,-268359
PFG,-266124
TIF,-157746
VLO,-816140
DE,-146365
WEC,162819
CVS,-857270
PVH,-219816
ED,343222
SO,543934
ESS,267092
PXD,744889
HAL,955076
DTE,486781
ECL,-702566
PPG,-354667
DLR,-798019
TAP,-176260
AOS,810351
IT,798545
MCO,-751435
BK,35177
A,218330
TSS,-863874
DVN,-154522
TSS,-257910
GS,914285
CAH,-211489
COO,-662700
PKG,-209374
NRG,479296
O,496276
AMT,185714
AMT,-430685
SPGI,516944
APTV,747243
SEE,476486
CMS,705611
BRK.B,40951
EFX,234255
SHW,806665
AME,724747
MTD,532572
BAC,-467859
DTE,-479268
WEC,-602848
OXY,928258
SNA,357564
HES,909884
DGX,106520
URI,-551723
PNC,-709431
MRK,-353242
CAH,362833
AMT,-839161
NEM,165477
LYB,-663672
BRK.B,544779
MSCI,773941
NCLH,202128
CAT,-986733
USB,-638734
URI,-462477
DAL,771486
RHT,566902
NOC,-108241
PRGO,-925665
TAP,-458254
KR,-853202
BK,-943486
EOG,-385112
OKE,-435628
PM,-395995
MCK,515036
ROL,467655
CBRE,36302
LMT,867384
ROP,74024
XOM,-186839
FLT,520922
LLL,44137
IR,-952774
FLR,-706432
HON,385599
MRO,766643
BDX,535729
HUM,349691
KSS,392845
KEY,-615299
NLSN,580266
RHI,-622441
RHI,337122
GPN,-341282
UA,-691027
FL,-378062
AAP,927579
PNW,997516
JNPR,651697
HD,-528292
LB,-547896
CLX,961065
MCK,-429265
PKI,-441439
RSG,355482
BAC,-143821
IT,380028
USB,-10909
CLX,789172
APA,-665773
SLG,-111060
GM,-579508
F,-874058
OMC,917792
RHT,800817
MKC,554270
HAL,-120032
BBY,74782
DIS,155890
LLY,-453279
JWN,722924
FMC,266052
LLY,-32669
KEY,-134455
ADM,348270
BF.B,935286
ORCL,-334350
COTY,-187315
DLR,599926
MHK,-779889
EW,-83161
K,565452
ARNC,41432
UA,591996
DE,243721
FBHS,681009
MLM,-642123
CNC,327101
HCA,541140
SPGI,813705
DWDP,-769530
FBHS,-12551
PH,-203341
MSI,-495590
NRG,780352
JNJ,168842
DOW,-852084
UAL,922524
WAB,471159
BF.B,386723
ZTS,827602
PWR,-20812
OKE,732059
BEN,636116
WAB,-23913
AEE,229566
CL,955358
CMG,-44038
TXT,604774
PKI,-962065
CHD,724865
SYY,225867
EXR,113922
KEY,519317
TEL,-77923
TWTR,-766712
ICE,-587887
TDG,-522075
LLL,323086
MGM,-824239
ROL,350168
MCK,300347
AIV,242312
UHS,-337899
DAL,-15553
DE,-325596
NKE,135113
AFL,383998
AFL,785310
APTV,8901
M,816538
PFE,-205585
DOV,-87427
ECL,-32832
APH,565915
IR,232046
VLO,406482
MMC,-746660
BF.B,135308
GD,-225676
PH,-747772
FLR,-527264
CI,-348613
AFL,813369
MCO,790015
AEE,630432
DOV,118338
MPC,-413639
BBT,-441712
ESS,163697
CL,960277
TFX,-200603
DRI,-447572
DRI,715683
DRI,352656
NOC,937647
BRK.B,348104
VLO,467644
DOW,-761239
L,145161
AWK,516975
PNW,786897
MCD,800233
PXD,39261
UAL,341578
WAT,-381127
VNO,-364530
DHI,-360233
CE,77364
PKG,529570
SWK,-612279
SJM,-939830
MAC,-455442
EVRG,232023
UNP,-720852
TMK,-473973
D,-868756
WEC,884443
RMD,454804
HAL,-285530
HD,-63977
CBRE,497475
IR,-336037
BBT,530560
VFC,589143
NCLH,924002
PHM,930168
CL,161336
MCD,-813346
ORCL,-993550
DG,523811
JEC,432078
AWK,-871192
UNH,-500013
ABT,485081
NUE,501305
DRI,-950939
SYK,898731
MA,462064
MMC,-781865
DHI,-947590
AIG,-682243
FLT,730717
TIF,477714
ZBH,761654
KR,661831
ES,-369387
CBS,286881
KSS,-995523
CAT,405478
MMC,-479922
CL,594327
MAA,-709353
HRS,75066
HCP,-44325
TWTR,571592
COP,-729033
OXY,-127441
EW,-479465
ADS,-313227
VAR,602028
DGX,-437215
HCP,986870
SNA,814823
IFF,66141
VLO,313671
BEN,221250
MGM,-204456
PNR,266004
UA,753746
MMM,-953782
ACN,829483
LUV,681785
EL,395237
VFC,-252701
MSCI,-473467
EQR,-403801
GWW,-900421
UNP,-388978
EVRG,445760
IT,17340
KSU,-52726
CPRI,866825
NUE,-950247
VNO,-647597
EMN,-842434
AVY,927083
EMN,-779388
NUE,-922995
BF.B,705437
PKI,-308952
HIG,120721
BMY,670547
KEY,-313686
UHS,959354
TDG,416504
MCK,164335
ALL,-347615
CAT,424352
FL,748299
UTX,325987
LB,868504
MSCI,534099
DGX,-752876
ZBH,792004
PWR,-606812
SCHW,811858
EOG,-673940
KSS,-266246
NKE,-249892
KEYS,-127399
CFG,697560
DE,-270054
WM,414032
CVX,-619742
C,-590661
AME,955599
DTE,512881
LNT,-139539
TEL,-799896
BRK.B,342965
FIS,-891198
CAT,392138
WY,-332465
NOC,-215783
CL,730224
AMT,916713
PNC,-783536
RF,861128
LUV,-150500
CVX,-474804
K,-248962
APA,271232
PNW,-409043
XEC,8732
NRG,-697535
CAH,-519638
CF,-206629
PM,-876985
BEN,-873495
ETR,227356
SCHW,676599
MET,-804233
LLY,-84565
AIV,-871419
LLL,283211
FL,215684
F,-64956
CAT,-431335
NRG,-750900
CBS,-384372
TIF,557776
K,59264
GD,481516
FBHS,663058
COF,-8367
IVZ,811171
ANET,283058
EW,-447956
AWK,-929551
CBRE,262371
AIV,178907
DLR,-919779
SWK,-142770
ED,-851767
MGM,915605
AEE,954299
MTD,373903
CAG,-86948
UDR,-438630
MHK,820782
PWR,-611453
DRI,556992
KMI,89171
EXR,337521
EMN,886107
GE,-865277
COF,621818
CXO,938968
PFE,768123
DGX,537197
APA,148370
RSG,98653
FBHS,295273
CHD,208633
ACN,-750128
FL,419021
SPG,714311
DOW,-872991
MAS,-60141
MAC,-430882
CPRI,820029
OMC,375557
PKG,-841367
TXT,396820
JNJ,-469340
DWDP,571326
GWW,-391983
RF,-71403
SNA,-365417
MHK,-664135
HRS,-7704
LB,200194
FMC,-452103
SO,-433624
CNP,929649
AWK,-377091
LLL,260424
DVN,-817982
FRC,420535
ORCL,546555
URI,-270784
KSU,437287
COG,57181
CI,-278722
RF,933905
ED,-97690
STZ,920631
XEC,489450
MTD,-61096
DTE,-66649
NEM,-3445
PKG,-402796
LB,-947924
SJM,-615944
ORCL,93011
UTX,959998
PSA,-825240
HON,-750586
BWA,491315
TMO,-477901
SWK,-63862
GM,-725540
BK,-451989
VTR,355080
DOW,947085
COG,-446802
EXR,579937
CLX,-611531
NCLH,-186371
AMG,-405431
MLM,-136166
CAH,-457835
TDG,-975475
JWN,-158839
TFX,-446222
MLM,-661161
HIG,199307
BRK.B,-164959
D,-279483
PNW,483351
UNH,839161
CMG,-746147
USB,169657
TDG,-791162
EL,671162
COO,653464
TSS,681405
DFS,577142
PVH,-704555
DHI,692161
MSCI,-860252
ROP,780748
HUM,-12272
L,-147904
AEE,-849681
MCD,-922405
PG,59748
MCD,155479
PPL,-726756
M,893317
WFC,217473
RE,92106
HP,27304
NLSN,895198
KSU,-576825
WAB,430431
LH,-354093
CMG,600889
MAC,-139487
JEC,-84498
GS,-468168
VTR,-930157
MS,-254065
EQR,670905
XEC,344059
A,185989
WAT,-437261
MAC,989996
BK,313988
OXY,-805942
XYL,448624
TAP,13128
NUE,-768861
DOV,-195417
WMT,471658
CCI,987351
ADM,-708748
HES,-229225
COP,614640
ZBH,593325
MSI,183033
LLY,572004
XOM,-175213
SWK,618081
JNJ,363921
PXD,-602114
TXT,673337
PLD,730813
LNT,931842
HCA,146016
DHI,-878190
DOV,-66493
ALL,448618
WEC,320020
RL,-20240
FIS,898202
MAS,-349163
CB,483600
DAL,-368205
CAG,-137404
ACN,-682497
UHS,740836
ED,-729023
AON,147396
IQV,200158
EOG,370755
PG,437879
COP,-698096
CL,-234796
PNR,771876
KEY,-354131
PSA,158051
JWN,247892
BK,575599
CAT,-435604
KSS,732402
IQV,797924
NOV,-478969
RL,416680
PHM,615516
CCI,-77014
MCK,904457
EVRG,251843
TMO,-178239
MCK,-202121
HLT,-740455
CAG,-22319
DIS,542553
WAB,913176
SO,409141
CPRI,-161638
EOG,122202
HES,378939
DRI,-378038
CE,928571
MHK,-582008
RHI,82037
HCP,673556
ED,-486223
TMO,217033
MCD,-589084
AOS,391679
STZ,-672080
CLX,-683419
MDT,582182
F,-15803
ITW,-134343
CNC,69925
TDG,874977
KSU,-702439
OXY,560367
CFG,-306983
NLSN,-791484
APH,-826289
DLR,304162
MKC,941496
OKE,-242932
BBY,-278987
EFX,541520
TFX,-348983
MO,238018
MGM,848106
PVH,997094
RSG,999238
TDG,-799192
F,-891933
COP,-713777
PKI,311938
PNW,-766283
RHT,321157
MHK,270369
LNT,582387
HAL,-453786
WEC,556005
BRK.B,-376123
AME,998411
FLR,-20258
MSI,33487
UTX,101388
MTB,174387
LLY,-339869
MCK,883556
EW,516696
PVH,-399108
PNC,-435463
JNJ,601947
ITW,784259
ARNC,-653619
CAT,-555245
RSG,-190291
MSI,671684
MO,653066
BMY,808433
ARNC,-856408
RHT,-889792
PRGO,390407
BK,-320516
UA,231071
WEC,614506
OKE,78553
CAH,-891664
FBHS,320746
MRO,-13933
COO,-318566
VAR,-616754
HRS,-211612
FLR,-178430
ABBV,-907143
CMI,-664180
WMT,-843210
OXY,-854356
PXD,150084
HIG,786874
GPS,313846
EL,914679
RHI,-175688
AES,-277313
LLY,-846767
MCD,813325
MAA,-874935
APA,-152658
FBHS,-312859
HAL,-815550
SHW,-212679
AFL,510942
URI,264251
EL,788246
ANET,594524
O,-746154
COP,666409
SYF,34306
DAL,746447
FTV,-338028
GM,581038
TMK,-633235
JNPR,-90471
SWK,-533991
AOS,740930
PG,-195794
CBRE,279671
ZTS,-781654
JEC,557484
LMT,216925
HLT,400541
GM,-523433
GD,460297
HAL,436139
DHI,-530902
KR,-514405
LYB,460985
EFX,-837351
SCHW,14210
A,-730762
ACN,897016
BMY,556110
ALB,-232399
GM,-538528
EMN,460474
BRK.B,467037
K,-257935
IPG,356900
HCA,-11453
JEC,-595103
XEC,-664888
KO,-33947
LMT,746493
NUE,-848185
TEL,-726824
EOG,-101949
WM,103669
MAA,-959497
EFX,-421149
COF,549481
IPG,-835846
DRE,756902
FBHS,-512125
TMK,274096
SHW,-131274
STZ,-473086
HRS,-506982
CAH,318534
BAC,510016
BRK.B,317028
FMC,-78876
ITW,-777043
SYY,-410240
MLM,64547
TWTR,-562804
UNH,-176718
COG,733260
KEYS,-831208
PPL,-920805
FE,238923
XEC,686534
AOS,151146
DFS,388970
TWTR,-93536
MCK,749955
MAA,937315
RF,901328
USB,-262643
NRG,391255
FBHS,848137
SNA,793892
AEP,-245739
PEG,-422712
AEP,108537
TMK,936587
HST,369605
LYB,497294
MLM,-952458
FIS,-625346
KO,-406290
OXY,498560
CPRI,790259
ABT,-653476
ACN,-139325
TMK,708174
SYK,588967
WMT,-534902
EQR,-83723
CHD,-619148
XYL,-175631
BMY,348639
ECL,-132692
KR,-114018
SHW,-99467
LNC,327983
BAX,42299
CAG,64286
CCL,617389
UAL,924321
CRM,-9412
JNJ,330732
KEY,739256
NSC,-152779
MTD,271819
BBT,-532666
GPC,682691
EL,-739108
NEE,-399053
DXC,-770083
DRI,-535525
WFC,-613150
KO,843401
TMK,801831
MCD,963181
SEE,-631128
O,5434
ABC,474694
EFX,-985493
PFE,-249821
KEY,-466844
AWK,950278
PKI,359356
MTD,420052
PHM,-946797
DRI,-221244
PNW,213178
WAB,-962844
STZ,-569898
HCP,-742687
WEC,389336
HES,786571
LYB,-724369
FL,47347
PSA,-469481
HAL,-628747
AME,532385
PVH,-144212
CXO,-327886
AIV,-991897
OMC,-492848
DTE,-12938
ETN,-855417
VAR,983628
BF.B,-462470
FLT,63421
MHK,340229
APA,890795
EW,-775315
NOC,-482629
IR,-336871
AMT,-82741
LYB,-899575
HRS,769079
HCP,822459
SLB,395148
EFX,419825
PWR,-923895
PHM,506756
TGT,105953
USB,7633
DTE,861037
CBRE,326367
MMC,24189
EIX,798412
CXO,184585
NCLH,-844962
MOS,-622730
EFX,236717
BAX,-207151
CI,915847
MTD,557638
HRS,-348340
IQV,-445029
HUM,474352
CXO,-474709
AIG,992057
M,-936433
RF,524559
PM,388814
MAA,-222519
ABT,-987217
NUE,233799
XEC,-444275
COO,-906802
ABT,-604777
PKI,581852
DFS,-365527
NUE,159826
TXT,-148644
EOG,44564
LYB,-891423
PGR,227771
JNPR,690938
BRK.B,828681
LLY,276701
PNC,-631735
GD,686265
RHI,-453634
CMI,-996246
C,-232277
FIS,-673382
ARNC,892077
CMI,243070
CMA,920256
LMT,92304
ORCL,-494734
PNW,993463
CL,72220
AEE,-614624
PHM,504269
CNC,-78270
PPG,954972
EXR,969514
JEC,820340
UDR,-986130
DRI,-938020
CBS,50973
APH,-387610
GD,-647256
RE,-783958
BBT,-324912
UA,274327
SYK,-673425
VFC,422420
CBRE,309984
AZO,733907
LMT,-868074
AZO,-840156
ARNC,-150871
TMK,656837
BAC,768470
MCD,762843
COF,-395768
FE,338982
ABC,-887256
DHI,-914378
LLY,-143225
TWTR,-425897
HRS,906009
GWW,-682310
AME,-745076
HUM,653864
BF.B,-791193
MA,231730
HES,847968
EVRG,-328273
RHT,880182
DLR,803511
COG,442117
ITW,959330
